Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
4224,2583918,SRH 1st Inns,0.2,"Barinder to Saha, no run, Punjab have gone for a review. My naked eyes tell me this is high and it might be going down the leg side. Saha is jumping in the crease when ball strikes him on the back pad. It is clipping the stumps -- the top of middle and leg -- but just clipping so it is umpire's call and Punjab retain their review. Good inward shape from Barinder on that back of a length ball",Barinder to Saha,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Punjab have gone for a review. My naked eyes tell me this is high and it might be going down the leg side. {{BATSMAN}} is jumping in the crease when ball strikes him on the back pad. It is clipping the stumps -- the top of middle and leg -- but just clipping so it is umpire's call and Punjab retain their review. Good inward shape from {{BOWLER}} on that back of a length ball",SRH,Barinder,Saha,Saha,,Barinder,,4,,8,
4248,2583918,SRH 1st Inns,9.1,"Mujeeb to Williamson, no run, Punjab have gone for a review. Williamson is a long way down the ground. Ultra edge shows no edge and DRS shows ball is just hitting the leg stump. Punjab retains the review again. Williamson comes down the track on the ball and misses the bat totally, ball hits his pads",Mujeeb to Williamson,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Punjab have gone for a review. {{BATSMAN}} is a long way down the ground. Ultra edge shows no edge and DRS shows ball is just hitting the leg stump. Punjab retains the review again. {{BATSMAN}} comes down the track on the ball and misses the bat totally, ball hits his pads",SRH,Mujeeb,Williamson,Williamson,,Mujeeb,,10,,6,
4291,8353877,RR 1st Inns,0.2,"Chahar to Klaasen, no run, dropped! Deja vu! Watto was dropped in the first over at first slip and he does the same now. A beautiful delivery from Chahar. Seam-up delivery on a good-ish length that decks away a tad and Klaasen dangled his bat out. The thick outside edge carries to Watson, but that's been put down. Klaasen survives. The centurion wasn't quite ready - was late to react",Chahar to Klaasen,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! Deja vu! Watto was dropped in the first over at first slip and he does the same now. A beautiful delivery from {{BOWLER}}. Seam-up delivery on a good-ish length that decks away a tad and {{BATSMAN}} dangled his bat out. The thick outside edge carries to Watson, but that's been put down. {{BATSMAN}} survives. The centurion wasn't quite ready - was late to react",RR,Chahar,Klaasen,Klaasen,,Chahar,,7,,6,
4309,8353877,RR 1st Inns,2.2,"Chahar to Rahane, no run. Another appeal for lbw and this time CSK decide to review. Fair delivery. The knuckle ball and Rahane didn't pick it. Was early into the shot and got struck on the back thigh. Was there any bat involved? A light spike on the UltraEdge. An inside edge. CSK lose their only review. It was on a length and Rahane walked forward to work it through the on-side. Didn't pick it, on that occasion did Rahane",Chahar to Rahane,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run. Another appeal for lbw and this time CSK decide to review. Fair delivery. The knuckle ball and {{BATSMAN}} didn't pick it. Was early into the shot and got struck on the back thigh. Was there any bat involved? A light spike on the UltraEdge. An inside edge. CSK lose their only review. It was on a length and {{BATSMAN}} walked forward to work it through the on-side. Didn't pick it, on that occasion did {{BATSMAN}}",RR,Chahar,Rahane,Rahane,,Chahar,,6,,6,
4383,7791285,DC 1st Inns,15.0,"Siraj to Pant, no run, Siraj appeals for LBW. But that ball had clearly pitched outside leg. Pant winds up for a big mow by clearing his front leg, was beaten for pace as he missed the heave to the leg-side, pinged on the back thigh where there is no protection. He is down on the ground grimacing in pain. Meanwhile, RCB take the review and waste it. Not sure who prompted them to challenge the decision as it had pitched miles outside leg. Nonetheless, the good thing for DD is Pant is back on his feet and is ready to resume..",Siraj to Pant,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BOWLER}} appeals for LBW. But that ball had clearly pitched outside leg. {{BATSMAN}} winds up for a big mow by clearing his front leg, was beaten for pace as he missed the heave to the leg-side, pinged on the back thigh where there is no protection. He is down on the ground grimacing in pain. Meanwhile, RCB take the review and waste it. Not sure who prompted them to challenge the decision as it had pitched miles outside leg. Nonetheless, the good thing for DD is {{BATSMAN}} is back on his feet and is ready to resume..",DC,Siraj,Pant,Pant,,Siraj,,4,,5,
4440,4976077,CSK 1st Inns,12.4,"Shakib to Rayudu, no run, Saha completed the catch and went up immediately. Shakib joined him as well. Williamson trusting his players challenged the decision, but it remains with the onfield call. Rayudu steps out and is tucked by the drifter, misses the nudge into the on-side and the ball lobs off the pad to the left of Saha. He moves across to catch that",Shakib to Rayudu,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Saha completed the catch and went up immediately. {{BOWLER}} joined him as well. Williamson trusting his players challenged the decision, but it remains with the onfield call. {{BATSMAN}} steps out and is tucked by the drifter, misses the nudge into the on-side and the ball lobs off the pad to the left of Saha. He moves across to catch that",CSK,Shakib,Rayudu,Rayudu,,Shakib,,6,,6,
4554,7308498,RR 1st Inns,7.2,"Mustafizur to Stokes, no run, Mustafizur is excited but that looks high. Traps Stokes on the shuffle with this delivery. Oh they've gone for the review. It's hit the knee-roll bang in front of off-stump, so the impact is alright. But as we doubted, the bounce in this Jaipur deck is taking the ball over the stumps -- the ball-tracking confirms. So not out it'll be and Mumbai lose their review",Mustafizur to Stokes,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BOWLER}} is excited but that looks high. Traps {{BATSMAN}} on the shuffle with this delivery. Oh they've gone for the review. It's hit the knee-roll bang in front of off-stump, so the impact is alright. But as we doubted, the bounce in this Jaipur deck is taking the ball over the stumps -- the ball-tracking confirms. So not out it'll be and Mumbai lose their review",RR,Mustafizur,Stokes,Stokes,,Mustafizur,,6,,10,
4556,7710423,DC 1st Inns,1.0,"Rajpoot to Gambhir, no run, Ashwin reviews. Makes sure first with the keeper that it was straight enough and then goes for it. Last ball from Rajpoot was the one that shaped away and beat Gambhir, and this straightened and slithered on to rap Gambhir's front pad's flap. But tell you what, this is just a bit naff, this review. Pitches almost a foot outside leg-stump, and it's not out -- just as the on-field umpire thought",Rajpoot to Gambhir,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Ashwin reviews. Makes sure first with the keeper that it was straight enough and then goes for it. Last ball from {{BOWLER}} was the one that shaped away and beat {{BATSMAN}}, and this straightened and slithered on to rap {{BATSMAN}}'s front pad's flap. But tell you what, this is just a bit naff, this review. Pitches almost a foot outside leg-stump, and it's not out -- just as the on-field umpire thought",DC,Rajpoot,Gambhir,Gambhir,,Rajpoot,,7,,7,
4562,7710423,DC 1st Inns,13.0,"Barinder to Shreyas Iyer, no run, the appeal was so loud and confident that the umpire was under a lot of pressure, fair on KXIP's part because they thought it was a genuine edge, but the fact that Shreyas Iyer immediately smiled and reviewed clearly suggested he didn't hit this. Maybe the ump should have originally given the benefit of doubt to the batsman, because the bat also hit the ground. Wide yorker, Shreyas Iyer tried to squeeze, missed it completely and there's no spike on UltraEdge. Review saves Shreyas Iyer",Barinder to Shreyas Iyer,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, the appeal was so loud and confident that the umpire was under a lot of pressure, fair on KXIP's part because they thought it was a genuine edge, but the fact that {{BATSMAN}} immediately smiled and reviewed clearly suggested he didn't hit this. Maybe the ump should have originally given the benefit of doubt to the batsman, because the bat also hit the ground. Wide yorker, {{BATSMAN}} tried to squeeze, missed it completely and there's no spike on UltraEdge. Review saves {{BATSMAN}}",DC,Barinder,Shreyas Iyer,Shreyas,Iyer,Barinder,,7,4.0,8,
4584,7710423,KXIP 1st Inns,15.1,"Mishra to Miller, no run, now Prithvi. Oh these catches keep going down -- the simplest of them. Miller is foxed by the wrong 'un, again, as he goes deep in the crease to some-sort-cut. Chipped up, straight to extra cover in the ring. Shaw gets both hands, perhaps closing them a little too early. Debut nerves",Mishra to Miller,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, now Prithvi. Oh these catches keep going down -- the simplest of them. {{BATSMAN}} is foxed by the wrong 'un, again, as he goes deep in the crease to some-sort-cut. Chipped up, straight to extra cover in the ring. Shaw gets both hands, perhaps closing them a little too early. Debut nerves",KXIP,Mishra,Miller,Miller,,Mishra,,6,,6,
4766,4782326,SRH 1st Inns,5.0,"Rajpoot to Manish Pandey, no run, chance and Tye has dropped a dolly. That should have been four for Rajpoot, short and just outside off, Manish swivelled across and nailed the pull, straight into the hands of Tye at mid-wicket - who somehow clangs a sitter",Rajpoot to Manish Pandey,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, chance and Tye has dropped a dolly. That should have been four for {{BOWLER}}, short and just outside off, {{BATSMAN}} swivelled across and nailed the pull, straight into the hands of Tye at mid-wicket - who somehow clangs a sitter",SRH,Rajpoot,Manish Pandey,Manish,Pandey,Rajpoot,,6,6.0,7,
4989,5715249,CSK 1st Inns,0.1,"Boult to Watson, no run, drama that is what kick-starts match number 30. That looked close. The ball nipped in and struck the pads. Bat first is what the third umpire reckoned and Watson survives. That was mighty close. That looked dead but the on-field umpire said it not out and rightly so as there seemed to be a faint inside edge",Boult to Watson,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, drama that is what kick-starts match number 30. That looked close. The ball nipped in and struck the pads. Bat first is what the third umpire reckoned and {{BATSMAN}} survives. That was mighty close. That looked dead but the on-field umpire said it not out and rightly so as there seemed to be a faint inside edge",CSK,Boult,Watson,Watson,,Boult,,6,,5,
5070,3981825,MI 1st Inns,19.0,"Bumrah to de Grandhomme, no run, yorker outside off, de Grandhomme fails to get bat on ball. Ishan Kishan fumbles and CdG looks for a quick bye, comically he loses balance and stumbles to get back. Ishan Kishan misses and the Kiwi gets away",Bumrah to de Grandhomme,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, yorker outsi{{BATSMAN}} off, {{BATSMAN}} fails to get bat on ball. Ishan Kishan fumbles and CdG looks for a quick bye, comically he loses balance and stumbles to get back. Ishan Kishan misses and the Kiwi gets away",MI,Bumrah,de Grandhomme,de,Grandhomme,Bumrah,,2,10.0,6,
5102,3981825,RCB 1st Inns,19.0,"Bumrah to de Grandhomme, no run, yorker outside off, de Grandhomme fails to get bat on ball. Ishan Kishan fumbles and CdG looks for a quick bye, comically he loses balance and stumbles to get back. Ishan Kishan misses and the Kiwi gets away",Bumrah to de Grandhomme,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, yorker outsi{{BATSMAN}} off, {{BATSMAN}} fails to get bat on ball. Ishan Kishan fumbles and CdG looks for a quick bye, comically he loses balance and stumbles to get back. Ishan Kishan misses and the Kiwi gets away",RCB,Bumrah,de Grandhomme,de,Grandhomme,Bumrah,,2,10.0,6,
5213,6347542,CSK 1st Inns,5.5,"Chawla to Raina, no run, was there a nick? There was a certain deviation and also, a faint noise. I guess, the reaction of Chawla suggests that there was an edge. So, will go down as a drop. Guess, who's the culprit? It's the skipper, DK. Googly, turning away from Raina, who went for the drive. Scraps the outside edge, straight in and out of DK's gloves. Costly drop? Surely",Chawla to Raina,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, was there a nick? There was a certain deviation and also, a faint noise. I guess, the reaction of {{BOWLER}} suggests that there was an edge. So, will go down as a drop. Guess, who's the culprit? It's the skipper, DK. Googly, turning away from {{BATSMAN}}, who went for the drive. Scraps the outside edge, straight in and out of DK's gloves. Costly drop? Surely",CSK,Chawla,Raina,Raina,,Chawla,,5,,6,
5221,6347542,KKR 1st Inns,1.5,"KM Asif to Narine, no run, dropped! Can you believe it? CSK's best fielder has put one down. Narine slapped the shortish delivery to mid-off where Jadeja spills it out. He tried to take it on the second attempt too, but failed even then",KM Asif to Narine,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! Can you believe it? CSK's best fielder has put one down. {{BATSMAN}} slapped the shortish delivery to mid-off where Jadeja spills it out. He tried to take it on the second attempt too, but failed even then",KKR,KM Asif,Narine,Narine,,KM,Asif,6,,2,4.0
5236,6347542,KKR 1st Inns,2.0,"KM Asif to Narine, no run, second dropped catch! This is unbelievable really. Is this Narine's night? Went hard at a shortish delivery and miscued it to Jadeja at mid-off. He jumped in order to take it but failed yet again. But you know Narine, he'll give you more chances",KM Asif to Narine,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, second dropped catch! This is unbelievable really. Is this {{BATSMAN}}'s night? Went hard at a shortish delivery and miscued it to Jadeja at mid-off. He jumped in order to take it but failed yet again. But you know {{BATSMAN}}, he'll give you more chances",KKR,KM Asif,Narine,Narine,,KM,Asif,6,,2,4.0
5262,3529537,KXIP 1st Inns,15.4,"McClenaghan to Axar, no run, direct-hit and Nair would've been on his way back to the hut. Patel gets an inside edge onto his pad, the ball drops into the off-side. McClenaghan rushes forward, collects the ball and sees Nair stuttering at the middle of the pitch. Picks up and rifles a throw at the non-striker's end, but misses the target",McClenaghan to Axar,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, direct-hit and Nair would've been on his way back to the hut. Patel gets an inside edge onto his pad, the ball drops into the off-side. {{BOWLER}} rushes forward, collects the ball and sees Nair stuttering at the middle of the pitch. Picks up and rifles a throw at the non-striker's end, but misses the target",KXIP,McClenaghan,Axar,Axar,,McClenaghan,,4,,11,
5321,2716679,CSK 1st Inns,12.4,"de Grandhomme to Dwayne Bravo, no run, chance and Parthiv has shelled it, it was a tough chance, he was standing up to the batsman, on a good length and well wide of off, Bravo went for the flamboyant drive, got a feather and Parthiv grabbed at that, it popped out and he had a second bite at the cherry, but can't hold on",de Grandhomme to Dwayne Bravo,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, chance and Parthiv has shelled it, it was a tough chance, he was standing up to the batsman, on a good length and well wi{{BOWLER}} of off, {{BATSMAN}} went for the flamboyant drive, got a feather and Parthiv grabbed at that, it popped out and he had a second bite at the cherry, but can't hold on",CSK,de Grandhomme,Dwayne Bravo,Dwayne,Bravo,de,Grandhomme,6,5.0,2,10.0
5367,4811184,DC 1st Inns,12.3,"Rashid Khan to Shreyas Iyer, no run, Saha has dropped it! Could have been the second wicket for Rashid. Iyer tried to work that short delivery away to the on side but got a thick inside edge. Saha behind the wickets makes a mess of it as the Delhi skipper gets a life",Rashid Khan to Shreyas Iyer,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Saha has dropped it! Could have been the second wicket for {{BOWLER}}. {{BATSMAN}} tried to work that short delivery away to the on side but got a thick inside edge. Saha behind the wickets makes a mess of it as the Delhi skipper gets a life",DC,Rashid Khan,Shreyas Iyer,Shreyas,Iyer,Rashid,Khan,7,4.0,6,4.0
5436,2957424,KKR 1st Inns,5.2,"Hardik Pandya to Uthappa, no run, chance and dropped, that's a dolly and Markande has somehow dropped it. Then slower short ball outside off, Uthappa swivelled across on the pull, doesn't get hold of the shot and hit it straight to mid-on. It came at a very good height, Markande went reverse cupped and somehow let the ball pop out",Hardik Pandya to Uthappa,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, chance and dropped, that's a dolly and Markande has somehow dropped it. Then slower short ball outside off, {{BATSMAN}} swivelled across on the pull, doesn't get hold of the shot and hit it straight to mid-on. It came at a very good height, Markande went reverse cupped and somehow let the ball pop out",KKR,Hardik Pandya,Uthappa,Uthappa,,Hardik,Pandya,7,,6,6.0
5460,2957424,MI 1st Inns,19.5,"Prasidh to Hardik Pandya, no run, low full toss and Pandya swings so hard that the bat flies out of his hand, he then tries to steal a bye with the bat lying near square leg and Karthik misses to run him out. He was gone by a mile, in the end they don't even go through with the run",Prasidh to Hardik Pandya,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, low full toss and {{BATSMAN}} swings so hard that the bat flies out of his hand, he then tries to steal a bye with the bat lying near square leg and Karthik misses to run him out. He was gone by a mile, in the end they don't even go through with the run",MI,Prasidh,Hardik Pandya,Hardik,Pandya,Prasidh,,6,6.0,7,
5602,9414123,KXIP 1st Inns,6.0,"Stokes to Rahul, no run, fuller length delivery and Rahul hits it straight to cover, he wanted a single but Akshdeep Nath wasn't interested at all. And when the fielder picked up the ball Rahul was almost in the mid crease, he had given up but throw was wayward and Rahul gets away with it",Stokes to Rahul,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, fuller length delivery and {{BATSMAN}} hits it straight to cover, he wanted a single but Akshdeep Nath wasn't interested at all. And when the fielder picked up the ball {{BATSMAN}} was almost in the mid crease, he had given up but throw was wayward and {{BATSMAN}} gets away with it",KXIP,Stokes,Rahul,Rahul,,Stokes,,5,,6,
5603,9414123,KXIP 1st Inns,6.1,"Ish Sodhi to Akshdeep Nath, no run, RR have gone up for a lbw review against Nath. The pertinent point is whether it has hit the bat first or pad? No bat involved. It hit the pad first, but the ball straightened enough to miss the off pole. It was a flighted delivery, Nath was prodding forward to tap, but the ball gripped off the pitch to clip him high on the front pad",Ish Sodhi to Akshdeep Nath,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, RR have gone up for a lbw review against {{BATSMAN}}. The pertinent point is whether it has hit the bat first or pad? No bat involved. It hit the pad first, but the ball straightened enough to miss the off pole. It was a flighted delivery, {{BATSMAN}} was prodding forward to tap, but the ball gripped off the pitch to clip him high on the front pad",KXIP,Ish Sodhi,Akshdeep Nath,Akshdeep,Nath,Ish,Sodhi,8,4.0,3,5.0
5773,8725921,CSK 1st Inns,18.0,"Unadkat to Dhoni, no run, that was smacked hard by Dhoni. Middled his shot but hit the stumps at the bowler's end. Billings wanted the run but Unadkat was quick to gather the ball and uproot the stumps with the ball in his hand. Billings was out of the crease for while but makes sure to get back in time",Unadkat to Dhoni,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, that was smacked hard by {{BATSMAN}}. Middled his shot but hit the stumps at the bowler's end. Billings wanted the run but {{BOWLER}} was quick to gather the ball and uproot the stumps with the ball in his hand. Billings was out of the crease for while but makes sure to get back in time",CSK,Unadkat,Dhoni,Dhoni,,Unadkat,,5,,7,
5854,5002114,KKR 1st Inns,3.2,"Mujeeb to Narine, no run, dropped! That was a tough chance as it was struck hard by Narine. Mujeeb hardly had any time to react there. Got his right hand to it but failed to cling on. He's in some pain, in fact he's going off the field. How costly a blow will that be for Kings XI? He has been one of their best bowlers this season.",Mujeeb to Narine,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! That was a tough chance as it was struck hard by {{BATSMAN}}. {{BOWLER}} hardly had any time to react there. Got his right hand to it but failed to cling on. He's in some pain, in fact he's going off the field. How costly a blow will that be for Kings XI? He has been one of their best bowlers this season.",KKR,Mujeeb,Narine,Narine,,Mujeeb,,6,,6,
6016,7242907,SRH 1st Inns,17.2,"Dwayne Bravo to Deepak Hooda, no run, Hooda has been given out LBW, he has a word with his partner and decides to review. Bravo's foot is way behind the line, so no problems with the no-ball. Moving on, looks like no bat as well. Ultra-Edge confirms it. HawkEye in - Pitching - In-line. Impact - In-line. Wickets - missing. Superb review from Hooda. It was full and spearing in, Hooda was shuffling across and misses the clip. Is thudded low on the pad, the on-field call was OUT and Hooda challenged it. Gets the decision in his favour in the end with the ball missing the leg-stump",Dwayne Bravo to Deepak Hooda,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} has been given out LBW, he has a word with his partner and decides to review. {{BOWLER}}'s foot is way behind the line, so no problems with the no-ball. Moving on, looks like no bat as well. Ultra-Edge confirms it. HawkEye in - Pitching - In-line. Impact - In-line. Wickets - missing. Superb review from {{BATSMAN}}. It was full and spearing in, {{BATSMAN}} was shuffling across and misses the clip. Is thudded low on the pad, the on-field call was OUT and {{BATSMAN}} challenged it. Gets the decision in his favour in the end with the ball missing the leg-stump",SRH,Dwayne Bravo,Deepak Hooda,Deepak,Hooda,Dwayne,Bravo,6,5.0,6,5.0
6064,9236293,RR 1st Inns,10.4,"Krunal Pandya to Rahane, no run, Krunal has won here. Not with a wicket yet, but with a review. Implored Rohit, convinced him, and the captain yielded. On first sighting, that's going down leg. Arm-ball that Rahane's trying to sweep. Misses and is hit on the front pad. Ball-tracking suggests that the impact is on leg-stump, so with the left-armer's angle from round the wicket, that must be going down. Is actually. Not out. Review wasted.",Krunal Pandya to Rahane,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BOWLER}} has won here. Not with a wicket yet, but with a review. Implored Rohit, convinced him, and the captain yielded. On first sighting, that's going down leg. Arm-ball that {{BATSMAN}}'s trying to sweep. Misses and is hit on the front pad. Ball-tracking suggests that the impact is on leg-stump, so with the left-armer's angle from round the wicket, that must be going down. Is actually. Not out. Review wasted.",RR,Krunal Pandya,Rahane,Rahane,,Krunal,Pandya,6,,6,6.0
6245,2266358,RCB 1st Inns,0.1,"Sandeep Sharma to Parthiv Patel, no run, dropped first ball! What a beginning that would've been to the game. Straight in and straight out. Deepak Hooda at short cover who got both hands and then it went out. Was a fairly straightforward chance too. Driven in the air and Parthiv Patel gets lucky",Sandeep Sharma to Parthiv Patel,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped first ball! What a beginning that would've been to the game. Straight in and straight out. Deepak Hooda at short cover who got both hands and then it went out. Was a fairly straightforward chance too. Driven in the air and {{BATSMAN}} gets lucky",RCB,Sandeep Sharma,Parthiv Patel,Parthiv,Patel,Sandeep,Sharma,7,5.0,7,6.0
6310,2266358,SRH 1st Inns,4.5,"Siraj to Hales, no run, dropped by Kohli diving at mid-on. Dove too far actually. Ended up hitting his wrist. Drilled by Hales and the RCB skipper got both hands and spilled it. Isn't happy with himself at all",Siraj to Hales,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped by Kohli diving at mid-on. Dove too far actually. Ended up hitting his wrist. Drilled by {{BATSMAN}} and the RCB skipper got both hands and spilled it. Isn't happy with himself at all",SRH,Siraj,Hales,Hales,,Siraj,,5,,5,
6337,4205133,CSK 1st Inns,7.0,"Mishra to Raina, no run, dropped! Oh, Pant! He would be gutted not to have held onto this one. What a moment it would have been for DD! The slider which goes across Raina with the angle, he pushed with hard hands and got a tiny feather, it went rapidly to the left of Pant and smacked him on the leg. Tough one, but goes down as a chance",Mishra to Raina,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! Oh, Pant! He would be gutted not to have held onto this one. What a moment it would have been for DD! The slider which goes across {{BATSMAN}} with the angle, he pushed with hard hands and got a tiny feather, it went rapidly to the left of Pant and smacked him on the leg. Tough one, but goes down as a chance",CSK,Mishra,Raina,Raina,,Mishra,,5,,6,
6360,4205133,DC 1st Inns,4.3,"Chahar to Shreyas Iyer, no run, Thakur, again. A direct hit would have been curtains for Pant! The run was definitely not on. Iyer slightly backed away and Chahar followed him with a short of length ball, thereby cramping him for room. It was punched towards mid-on. A yes-no situation and Pant put in a desperate dive. Luckily, the fielder failed to hit the target",Chahar to Shreyas Iyer,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Thakur, again. A direct hit would have been curtains for Pant! The run was definitely not on. {{BATSMAN}} slightly backed away and {{BOWLER}} followed him with a short of length ball, thereby cramping him for room. It was punched towards mid-on. A yes-no situation and Pant put in a desperate dive. Luckily, the fielder failed to hit the target",DC,Chahar,Shreyas Iyer,Shreyas,Iyer,Chahar,,7,4.0,6,
6493,8897809,DC 1st Inns,15.2,"Hardik Pandya to Pant, no run, Pant has been given out LBW and he immediately reviews. I think it's pitching well outside leg, a shocker from umpire Nandan and feel this will be overturned. No bat on that and it's confirmed by Ultraedge. Hawk-Eye will confirm my doubt and it has pitched miles outside leg. NOT OUT is the call. Poor decision from umpire Nandan and the crowd cheer as NOT OUT flashes on the screen. Pant was looking to whip a full ball on his pads and missed",Hardik Pandya to Pant,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} has been given out LBW and he immediately reviews. I think it's pitching well outside leg, a shocker from umpire Nandan and feel this will be overturned. No bat on that and it's confirmed by Ultraedge. Hawk-Eye will confirm my doubt and it has pitched miles outside leg. NOT OUT is the call. Poor decision from umpire Nandan and the crowd cheer as NOT OUT flashes on the screen. {{BATSMAN}} was looking to whip a full ball on his pads and missed",DC,Hardik Pandya,Pant,Pant,,Hardik,Pandya,4,,6,6.0
6569,9283980,CSK 1st Inns,5.0,"Rajpoot to Harbhajan, no run, dropped! Rajpoot almost gets another one. Finch the culprit on this occasion. Squared him up completely with the length delivery and induced an outside edge too. However, Finch at second slip makes a mess of it! This was a straight-forward catch for Gayle. Double wicket-maiden for Rajpoot. Absolute gold!",Rajpoot to Harbhajan,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! {{BOWLER}} almost gets another one. Finch the culprit on this occasion. Squared him up completely with the length delivery and induced an outside edge too. However, Finch at second slip makes a mess of it! This was a straight-forward catch for Gayle. Double wicket-maiden for {{BOWLER}}. Absolute gold!",CSK,Rajpoot,Harbhajan,Harbhajan,,Rajpoot,,9,,7,
6613,8593147,CSK 1st Inns,15.1,"Rashid Khan to du Plessis, no run, and this call, if upheld, could seal the game. Faf given out LBW to a googly from Rashid. He's gone for the review. This is shady, as the ball seems to be a bit leg-sidish. You can see middle and off stump when it hit the pad. Williamson has already got his fielders in position, so he doesn't seem very confident. Yes, as expected, it's missing leg stump. Faf survives. CSK still alive, if only just",Rashid Khan to du Plessis,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, and this call, if upheld, could seal the game. Faf given out LBW to a googly from {{BOWLER}}. He's gone for the review. This is shady, as the ball seems to be a bit leg-sidish. You can see middle and off stump when it hit the pad. Williamson has already got his fielders in position, so he doesn't seem very confident. Yes, as expected, it's missing leg stump. Faf survives. {{TEAM}} still alive, if only just",CSK,Rashid Khan,du Plessis,du,Plessis,Rashid,Khan,2,7.0,6,4.0
6634,8593147,SRH 1st Inns,11.5,"Jadeja to Brathwaite, no run, run-out chance missed. Brathwaite taps the flatter delivery into the on-side and sets off, Pathan is not interested and the big bloke has to turn and run back, Dhoni runs forward, picks the ball and has a shy, misses and Brathwaite survives",Jadeja to Brathwaite,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, run-out chance missed. {{BATSMAN}} taps the flatter delivery into the on-side and sets off, Pathan is not interested and the big bloke has to turn and run back, Dhoni runs forward, picks the ball and has a shy, misses and {{BATSMAN}} survives",SRH,Jadeja,Brathwaite,Brathwaite,,Jadeja,,10,,6,
6694,9461343,RR 1st Inns,2.4,"Chawla to Rahane, no run, quick skidder. Rahane's done in, struck on his pad. And the umpire gives into Chawla's celebratory LBW appeal. Tripathi doesn't allow him to leave, forces him to review. So Rahane's well deep in the crease, doesn't read the googly, is beaten on pace as well. But he's struck on the front pad. And yes .. the angle is enough to take it down leg.",Chawla to Rahane,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, quick skidder. {{BATSMAN}}'s done in, struck on his pad. And the umpire gives into {{BOWLER}}'s celebratory LBW appeal. Tripathi doesn't allow him to leave, forces him to review. So {{BATSMAN}}'s well deep in the crease, doesn't read the googly, is beaten on pace as well. But he's struck on the front pad. And yes .. the angle is enough to take it down leg.",RR,Chawla,Rahane,Rahane,,Chawla,,6,,6,
6736,1468999,KKR 1st Inns,6.1,"Rashid Khan to Chris Lynn, no run, interesting stuff. SRH have gone for the review for LBW. Leg-break straightening and the sweep takes the glove on it's way! The appeal was for an LBW, but there was glove on it. It actually came off the glove, but the keeper has dropped it.",Rashid Khan to Chris Lynn,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, interesting stuff. SRH have gone for the review for LBW. Leg-break straightening and the sweep takes the glove on it's way! The appeal was for an LBW, but there was glove on it. It actually came off the glove, but the keeper has dropped it.",KKR,Rashid Khan,Chris Lynn,Chris,Lynn,Rashid,Khan,5,4.0,6,4.0
